<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<OPENINT>
Магнит ао;D;20160802;000000;10375;10498;10191;10347;121050;0
Магнит ао;D;20160803;000000;10263;10500;10233;10368;66301;0
Магнит ао;D;20160804;000000;10386;10490;10312;10450;106111;0
Магнит ао;D;20160805;000000;10440;10749;10359;10690;156653;0
Магнит ао;D;20160808;000000;10740;10969;10652;10927;153821;0
Магнит ао;D;20160809;000000;10974;10974;10750;10846;160332;0
Магнит ао;D;20160810;000000;10843;10888;10744;10751;68969;0
Магнит ао;D;20160811;000000;10754;10851;10599;10673;101561;0
Магнит ао;D;20160812;000000;10693;10885;10601;10800;102464;0
Магнит ао;D;20160815;000000;10864;10988;10663;10835;162016;0
Магнит ао;D;20160816;000000;10801;10848;10454;10532;110223;0
Магнит ао;D;20160817;000000;10516;10729;10400;10400;172336;0
Магнит ао;D;20160818;000000;10460;10559;10275;10380;115599;0
Магнит ао;D;20160819;000000;10405;10430;10230;10260;59068;0
Магнит ао;D;20160822;000000;10265;10620;10200;10589;103844;0
Магнит ао;D;20160823;000000;10600;10850;10526;10643;148967;0
